code,name,grade,establishment_type,phone,establishment_date,bed_count,operation_facility,doctor_count,specialist_by_department,department_specialists,other_staff,consultation_hours,location,has_images,sido,sigungu,summary_hostpital,summary
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,BH대학효요양병원,3등급,개인,051-254-5200,2012-05-09,"일반입원실: 상급 : 38 명 , 일반 : 104 명 | 물리치료실: 8 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,산부인과: 1 명 | 가정의학과: 1 명,가정의학과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시30분~13시30분,"부산광역시 서구 구덕로 164-7, (토성동3가)",True,부산광역시,서구,,"부산광역시 서구에 위치한 BH대학효요양병원은 3등급 개인 설립 병원으로 2012년 5월 9일 설립되었습니다. 병상은 상급 38명, 일반 104명으로 총 142명 수용 가능하며, 물리치료실은 8명의 물리치료사가 운영합니다. 의료진은 총 3명의 의사와 1명의 한의사를 포함해 산부인과 1명, 가정의학과 1명, 가정의학과 전문의 1명으로 구성되며, 사회복지사 2명과 물리치료사 1명이 지원합니다. 진료는 월~금 09:00~18:00(점심 12:30~13:30)로 진행되며, 공동간병 형태로 단독건물에 자리하고 있습니다. 연락 및 확인 용이."
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,가나안요양병원,4등급,개인,051-752-8000,2019-05-20,"일반입원실: 상급 : 28 명 , 일반 : 168 명 | 물리치료실: 10 명",,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,내과: 1 명 | 외과: 1 명 | 가정의학과: 1 명,내과: 1 명 | 외과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 3 명,,"부산광역시 수영구 수영로 563-1, 지하1~10층 (광안동)",True,부산광역시,수영구,,"가나안요양병원은 부산광역시 수영구에 위치한 4등급 개인 요양병원으로, 2019년 5월 20일 설립되었습니다. 병상은 상급 28명, 일반 168명으로 구성되어 총 196명 수용이 가능하며, 물리치료실은 10명 규모로 운영됩니다. 의료진은 총 5명의 의사와 2명의 한의사를 포함하며, 내과·외과·가정의학과 전문의 각각 1명씩 배치되어 있습니다. 기타 인력으로는 사회복지사 1명, 물리치료사 3명이 근무합니다. 사진이 제공되며, 연락 및 확인은 용이하게 진행됩니다."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,가야요양병원,4등급,개인,041-558-1000,2014-01-08,"일반입원실: 상급 : 4 명 , 일반 : 176 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 1 명,내과: 1 명 | 신경과: 1 명 | 외과: 1 명 | 재활의학과: 1 명,내과: 1 명 | 신경과: 1 명 | 외과: 1 명 | 재활의학과: 1 명,사회복지사: 3 명 | 물리치료사: 14 명 | 작업치료사: 6 명,,"충청남도 천안시 동남구 영성로 7, (영성동, 가야요양병원)",True,충청남도,천안시,,"가야요양병원은 충청남도 천안시에서 2014년 1월 8일에 설립된 4등급 개인 요양병원이다. 병상은 상급 4명과 일반 176명으로 구성되며, 물리치료실은 10명 규모로 운영된다. 의료진은 총 5명의 의사(내과, 신경과, 외과, 재활의학과 각 1명)와 한의사 1명, 사회복지사 3명, 물리치료사 14명, 작업치료사 6명으로 구성된다. 운영 특성으로는 단독건물에 위치해 장례식장이 없으며, 공동간병 형태를 채택하고 자원봉사활동이 활성화돼 있다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,가야이요양병원,5등급,의료법인,054-933-7001,,일반입원실: 일반 : 139 명 | 물리치료실: 8 명,장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 소아청소년과: 1 명 | 비뇨의학과: 1 명,외과: 1 명 | 소아청소년과: 1 명 | 비뇨의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분,"경상북도 성주군 성주읍 주산로 183, (성주읍)",True,경상북도,성주군,,"경상북도 성주군에 위치한 가야이요양병원은 의료법인으로 설립된 5등급 병원이다. 일반입원실 139석과 물리치료실 8석을 보유하며, 공동간병 형태로 운영된다. 의료진은 총 4명의 의사(외과·소아청소년과·비뇨의학과 1명씩)와 한의사 1명, 약사 1명, 사회복지사 1명, 물리치료사 1명이 배치되어 있다. 진료는 월~금 09:00~18:00로 제공되며, 장례식장·자원봉사·종교활동은 없고 단독건물에 위치해 있다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,가온요양병원,1등급,개인,032-212-2001,2017-06-29,"일반입원실: 상급 : 11 명 , 일반 : 181 명 | 물리치료실: 10 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 6 명 | 의사: 6 명 | 한의사: 2 명,정신건강의학과: 1 명 | 외과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명,정신건강의학과: 1 명 | 외과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명,사회복지사: 1 명 | 물리치료사: 22 명 | 작업치료사: 17 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시00분~13시00분,"인천광역시 남동구 남동대로 797, 가온 요양병원 (구월동)",True,인천광역시,남동구,,"인천광역시 남동구에 위치한 가온요양병원은 1등급 개인 설립 병원으로 2017년 6월 29일 설립되었습니다. 병상은 상급 11명, 일반 181명으로 구성되며, 물리치료실에는 10명의 물리치료사가 근무하고, 물리치료사 22명, 작업치료사 17명이 재활 치료를 담당합니다. 의료진은 총 6명의 일반의사와 2명의 한의사를 포함해 정신건강의학과, 외과, 소아청소년과, 재활의학과 각 1명씩 전문의가 배치되어 있으며, 사회복지사 1명과 함께 종합적인 돌봄을 제공합니다. 단독건물에 자리 잡은 병원은 공동·개인간병 형태를 제공하고, 자원봉사와 종교활동이 활성화되어 있으며, 진료는 월~금 09:00~18:00(점심 12:00~13:00)으로 운영됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,가은병원,1등급,개인,032-667-0114,2002-11-15,"일반입원실: 상급 : 70 명 , 일반 : 358 명 | 격리병실: 1 명 | 물리치료실: 12 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 12 명 | 의사: 12 명 | 한의사: 1 명,내과: 2 명 | 신경과: 1 명 | 정신건강의학과: 2 명 | 외과: 1 명 | 산부인과: 1 명 | 진단검사의학과: 1 명 | 재활의학과: 1 명 | 가정의학과: 2 명,내과: 2 명 | 신경과: 1 명 | 정신건강의학과: 2 명 | 재활의학과: 1 명 | 가정의학과: 2 명,약사: 2 명 | 사회복지사: 3 명 | 물리치료사: 16 명 | 작업치료사: 7 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시30분~13시30분,"경기도 부천시 소사구 마니로24번길 43-17, (송내동, 가은병원A동)",True,경기도,부천시,,"경기도 부천시 가은병원은 1등급 개인 설립 병원으로 2002년 11월 15일 설립되었으며, 상급 70명과 일반 358명의 병상을 보유하고 있다. 물리치료실 12명과 격리병실 1명을 운영하며, 물리치료사 16명, 작업치료사 7명 등 재활 전문 인력이 배치되어 있다. 의료진은 총 12명의 전문의(내과 2명, 신경과 1명, 정신건강의학과 2명, 외과 1명, 산부인과 1명, 진단검사의학과 1명, 재활의학과 1명, 가정의학과 2명)과 한의사 1명, 약사 2명, 사회복지사 3명으로 구성된다. 공동·개인간병 형태로 제공되며, 종교·자원봉사 활동이 활성화된 단독건물에 위치해 있고, 진료시간은 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 월·금 12:30~13:30이다. 사진 제공 가능, 연락 및 확인 용이."
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,가족사랑 요양병원,1등급,개인,051-806-1190,2005-12-12,"일반입원실: 상급 : 21 명 , 일반 : 203 명 | 물리치료실: 4 명",,총 인원: 6 명 | 의사: 6 명 | 한의사: 2 명,가정의학과: 4 명,가정의학과: 4 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~17시 00분 | 화요일: 09시 00분~17시 00분 | 수요일: 09시 00분~17시 00분 | 목요일: 09시 00분~17시 00분 | 금요일: 09시 00분~17시 00분 | 토요일: 09시 00분~12시 00분 | 점심시간_월~금: 12시30분~13시30분,"부산광역시 부산진구 새싹로 286, 4~9층 (초읍동)",True,부산광역시,부산진구,,"부산진구에 위치한 1등급 개인형 가족사랑 요양병원은 2005년 12월 12일 설립되었으며, 상급 21명·일반 203명으로 총 224병상을 보유하고 있다. 물리치료실에는 4명의 전문 인력이 배치되어 있으며, 의료진은 총 6명의 의사(가정의학과 4명, 한의사 2명)와 2명의 물리치료사, 1명의 약사, 1명의 사회복지사를 포함한다. 진료는 월~금 09:00~17:00, 토요일 09:00~12:00이며, 월·금 점심시간은 12:30~13:30로 운영된다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,가평산속요양병원,4등급,개인,031-584-8900,2012-10-08,"일반입원실: 상급 : 39 명 , 일반 : 44 명 | 물리치료실: 3 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 개인간병,총 인원: 2 명 | 의사: 2 명 | 한의사: 1 명,,,물리치료사: 1 명,,"경기도 가평군 상면 대보간선로 889, (상면)",True,경기도,가평군,,"가평산속요양병원은 경기도 가평군에 위치한 4등급 개인 요양병원으로 2012년 10월 8일 설립되었습니다. 병상은 상급 39명, 일반 44명으로 총 83명 수용이 가능하며, 물리치료실에는 3명의 물리치료사가 상주합니다. 의료진은 총 2명의 전문의와 1명의 한의사가 배치되어 있으며, 물리치료사 1명 등 지원 인력이 함께합니다. 운영 특성으로는 장례식장이 없고, 단독 건물에 개인간병 형태로 운영되며 자원봉사·종교활동이 없습니다. 진료시간 및 기타 세부사항은 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,가평푸른숲요양병원,3등급,개인,1661-9099,2017-09-01,"일반입원실: 상급 : 66 명 , 일반 : 80 명 | 물리치료실: 3 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,내과: 1 명 | 가정의학과: 1 명,내과: 1 명 | 가정의학과: 1 명,물리치료사: 1 명,,"경기도 가평군 상면 물골길 262-23, (상면)",True,경기도,가평군,,"가평푸른숲요양병원은 경기도 가평군에 위치한 3등급 개인 요양병원으로 2017년 9월 1일 설립되었습니다. 병상은 상급 66명, 일반 80명으로 총 146명 수용이 가능하며, 물리치료실에는 3명의 물리치료사가 근무합니다. 의료진은 총 4명의 전문의(내과 1명, 가정의학과 1명)와 2명의 한의사가 있으며, 물리치료사 1명 등 지원 인력이 함께합니다. 단독 건물에 자원봉사활동이 활성화되어 있으며 종교활동은 없습니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,감꽃요양병원,3등급,개인,054-371-7770,2015-08-27,"일반입원실: 상급 : 16 명 , 일반 : 116 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: Y | 간병형태: 개인간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,신경과: 1 명 | 마취통증의학과: 1 명 | 한방소아과: 1 명,신경과: 1 명 | 마취통증의학과: 1 명 | 한방소아과: 1 명,사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시30분~13시30분,"경상북도 청도군 각북면 헐티로 1229, (각북면)",True,경상북도,청도군,,"경상북도 청도군에 위치한 감꽃요양병원은 3등급 개인 설립 병원으로 2015년 8월 27일 설립되었습니다. 상급입원실 16명, 일반입원실 116명, 물리치료실 10명으로 구성되어 있으며, 물리치료사는 2명 운영합니다. 총 3명의 의사(신경과 1명, 마취통증의학과 1명, 한방소아과 1명)와 1명의 한의사가 근무하고, 사회복지사 1명과 물리치료사 2명이 지원합니다. 장례식장은 없으며, 단독건물에 개인간병 형태로 운영되고 종교활동이 진행됩니다. 진료는 월~금 09:00~18:00(점심 12:30~13:30)이며, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,감인의료재단 신갈백세요양병원,등급외,의료법인,031-693-6900,,"일반입원실: 상급 : 36 명 , 일반 : 60 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 단독건물,,,,,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 12시00분~13시00분 | 점심시간_일요일: 12시00분~13시00분,"경기도 용인시 기흥구 신정로159번길 60, 신갈백세암요양병원 (신갈동)",True,경기도,용인시,,"감인의료재단 신갈백세요양병원은 경기도 용인시 단독건물에 위치한 의료법인으로 등급외 병원입니다. 상급 입원실 36명과 일반 입원실 60명을 보유하며, 물리치료실은 10명을 수용해 재활 치료를 제공합니다. 장례식장은 운영하지 않으며, 입원실은 상급과 일반으로 구분되어 환자 맞춤 치료가 가능합니다. 진료는 월요일부터 금요일까지 매일 09시부터 18시까지 진행되며, 점심시간은 12시부터 13시까지입니다. 연락 및 확인 용이합니다."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,감인의료재단 아인요양병원,등급외,의료법인,041-351-5000,2024-03-28,"일반입원실: 상급 : 15 명 , 일반 : 165 명 | 물리치료실: 3 명",,총 인원: 4 명 | 의사: 4 명,외과: 1 명 | 재활의학과: 1 명 | 가정의학과: 1 명,외과: 1 명 | 재활의학과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 4 명 | 작업치료사: 1 명,,"충청남도 당진시 남부로 140, (채운동)",True,충청남도,당진시,,"충청남도 당진시에 위치한 감인의료재단 아인요양병원은 의료법인으로 설립된 등급외 요양병원이며, 2024년 3월 28일에 공식 개원하였다. 병상은 상급 15명과 일반 165명으로 총 180석을 보유하고 있으며, 상급 병상은 고급 침대와 개인화된 케어를 제공하고, 물리치료실은 3개의 치료실을 갖추고 3명의 전문 물리치료사가 상주하여 환자 개개인의 재활 목표를 설정하고 진행한다. 의료진은 총 4명의 의사(외과 1명, 재활의학과 1명, 가정의학과 1명)와 함께 사회복지사 1명, 물리치료사 4명, 작업치료사 1명이 배치되어 환자 맞춤형 진료와 재활 서비스를 제공하며, 24시간 의료진이 상주한다. 병원은 의료법인으로 재정적 자립성을 확보하고, 등급외 요양병원으로서 지역사회와 협력하여 고품질의 장기요양 서비스를 제공하며, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,감인의료재단 청라백세요양병원,2등급,의료법인,032-524-8800,2014-02-17,"일반입원실: 상급 : 78 명 , 일반 : 81 명 | 물리치료실: 14 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,내과: 1 명 | 외과: 1 명 | 재활의학과: 1 명,내과: 1 명 | 외과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 5 명 | 작업치료사: 3 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 토요일: 08시 30분~12시 30분 | 점심시간_월~금: 12시00분~13시00분,"인천광역시 서구 로봇랜드로249번길 14, (경서동)",True,인천광역시,서구,,"감인의료재단 청라백세요양병원은 인천광역시 서구에 위치한 2등급 의료법인으로 2014년 2월 17일 설립되었습니다. 병원은 상급 78명, 일반 81명의 입원실을 보유하고 물리치료실 14명을 운영하며, 공동간병 형태로 자원봉사와 종교활동이 활성화된 단독건물에 자리합니다. 의료진은 총 5명의 의사(내과 1, 외과 1, 재활의학과 1)와 2명의 한의사를 포함하고, 약사 1명, 사회복지사 2명, 물리치료사 5명, 작업치료사 3명이 지원합니다. 진료는 월~금 08시30분~17시30분, 토요일 08시30분~12시30분이며, 월·금 점심시간은 12시~13시로 운영됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,강경효사랑요양병원,2등급,의료법인,041-745-1500,,일반입원실: 일반 : 173 명 | 물리치료실: 15 명,장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 신경외과: 1 명 | 비뇨의학과: 1 명,외과: 1 명 | 신경외과: 1 명,사회복지사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시30분~13시30분,"충청남도 논산시 강경읍 여강로 1294, (강경읍)",True,충청남도,논산시,,"충청남도 논산시에 위치한 강경효사랑요양병원은 의료법인으로 설립된 2등급 요양병원이며, 단독건물에 자리해 환자와 방문객에게 편안한 환경을 제공한다. 일반입원실 173명과 물리치료실 15명을 보유하고 있으며, 장례식장은 없고 자원봉사와 종교활동이 활발히 이루어진다. 의료진은 총 4명(의사 4명, 한의사 1명)으로 구성되며, 외과, 신경외과, 비뇨의학과 전문의가 각각 1명씩 배치되어 있다. 사회복지사 1명과 함께 공동간병 형태로 운영되며, 자원봉사자와 종교단체가 방문하여 환자에게 정서적 지원을 제공한다. 환자들은 물리치료실에서 15명의 전문 물리치료사와 함께 치료를 받으며, 사회복지사는 정기적으로 상담을 제공한다. 진료는 월~금 오전 9시부터 오후 6시까지이며, 점심시간은 12시 30분부터 13시 30분까지로 정해져 있다. 연락 및 확인 용이."
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,강남센트럴요양병원,3등급,개인,02-3411-2360,2016-06-30,"일반입원실: 상급 : 6 명 , 일반 : 136 명 | 물리치료실: 2 명",입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명,정신건강의학과: 1 명 | 재활의학과: 1 명 | 가정의학과: 1 명,정신건강의학과: 1 명 | 재활의학과: 1 명 | 가정의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 3 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 13시00분~14시00분,"서울특별시 송파구 송이로 156, 태정타워 (가락동)",True,서울특별시,송파구,,"서울특별시 송파구에 위치한 강남센트럴요양병원은 3등급 개인 설립 병원으로 2016년 6월 30일 설립되었으며, 상급 6명, 일반 136명으로 총 142병상을 보유하고 물리치료실은 2명 규모로 운영됩니다. 정신건강의학과, 재활의학과, 가정의학과 전문의 1명씩 총 4명의 의사가 근무하고, 약사 1명, 사회복지사 1명, 물리치료사 3명 등 지원 인력이 배치되어 있습니다. 공동간병 형태로 상가건물에 입지해 있으며, 자원봉사와 종교활동이 활성화되어 있습니다. 진료는 월~금 오전 9시부터 오후 6시까지이며, 점심시간은 월·금 13시부터 14시까지 운영됩니다. 연락 및 확인 용이."
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,강남수요양병원,3등급,개인,02-888-8866,2014-09-05,"일반입원실: 상급 : 9 명 , 일반 : 193 명 | 물리치료실: 5 명",입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,외과: 1 명 | 신경외과: 1 명 | 재활의학과: 1 명,재활의학과: 1 명,사회복지사: 1 명 | 물리치료사: 9 명 | 작업치료사: 8 명,,"서울특별시 관악구 신림로64길 11, 지1층,2~11층 (신림동, 성재빌딩)",True,서울특별시,관악구,,"서울특별시 관악구에 위치한 강남수요양병원은 3등급 개인 설립 병원으로 2014년 9월 5일 설립되었습니다. 병상은 상급 9명, 일반 193명으로 구성되며, 물리치료실은 5명 규모로 운영되고 있습니다. 의료진은 총 5명의 의사와 2명의 한의사를 포함해 외과 1명, 신경외과 1명, 재활의학과 1명, 재활의학과 전문의 1명으로 구성되며, 사회복지사 1명, 물리치료사 9명, 작업치료사 8명이 지원합니다. 단독건물에 자리한 병원은 공동간병 형태를 채택하고 있으며, 자원봉사 및 종교활동은 없고, 연락 및 확인 용이합니다."
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,강남요양병원,5등급,개인,02-832-0151,2010-04-12,"일반입원실: 상급 : 21 명 , 일반 : 92 명 | 물리치료실: 4 명",장례식장: N,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,내과: 1 명 | 가정의학과: 1 명,내과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,,"서울특별시 서초구 서초중앙로 197, (반포동)",True,서울특별시,서초구,,"서울특별시 서초구에 위치한 강남요양병원은 5등급 개인 설립 병원으로 2010년 4월 12일 설립되었습니다. 병상은 상급 21명, 일반 92명으로 구성되며, 물리치료실에는 4명의 물리치료사가 근무합니다. 의료진은 총 3명의 의사(내과 1명, 가정의학과 1명)와 한의사 1명, 그리고 사회복지사 1명, 물리치료사 1명이 배치되어 있습니다. 장례식장은 없으며, 입지와 교통은 서초구 중심가에 편리하게 자리하고 있습니다. 진료시간 및 기타 세부사항은 연락 및 확인 용이합니다."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,강남요양병원,2등급,개인,053-983-4300,2010-04-12,일반입원실: 일반 : 177 명 | 물리치료실: 8 명,입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 1 명,내과: 2 명 | 가정의학과: 1 명,내과: 2 명 | 가정의학과: 1 명,약사: 1 명 | 물리치료사: 2 명,,"대구광역시 동구 동촌로 207, (방촌동, 강남병원)",True,대구광역시,동구,,"대구광역시 동구에 위치한 강남요양병원은 2등급 개인 병원으로 2010년 4월 12일 설립되었습니다. 일반입원실 177석과 물리치료실 8석을 보유하고 있으며, 공동간병 형태로 운영됩니다. 의료진은 총 5명(내과 2명, 가정의학과 1명, 한의사 1명)과 물리치료사 2명, 약사 1명이 배치되어 있습니다. 상가건물에 입지해 있으며 자원봉사·종교활동은 없고, 입지·교통은 편리합니다. 연락 및 확인 용이."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,강남요양병원,1등급,개인,062-601-9000,2010-04-12,"일반입원실: 상급 : 49 명 , 일반 : 232 명 | 물리치료실: 15 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 8 명 | 의사: 8 명 | 한의사: 3 명,외과: 2 명 | 가정의학과: 2 명 | 한방내과: 1 명,외과: 2 명 | 가정의학과: 2 명 | 한방내과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 점심시간_월~금: 12시30분~13시30분,"광주광역시 동구 남문로 622, (소태동)",True,광주광역시,동구,,"광주광역시 동구에 위치한 강남요양병원은 1등급 개인 설립 병원으로 2010년 4월 12일 설립되었습니다. 상급 49명, 일반 232명의 병상을 보유하고 있으며 물리치료실은 15명 규모로 운영됩니다. 총 8명의 의사가 근무하며 외과 2명, 가정의학과 2명, 한방내과 1명 전문의가 배치되어 있고, 한의사 3명, 약사 1명, 사회복지사 1명, 물리치료사 2명이 지원합니다. 단독건물에 자리해 장례식장은 없으며, 공동간병 형태로 자원봉사와 종교활동이 활성화되어 있습니다. 진료는 월~금 09:00~17:30(점심 12:30~13:30)으로 진행되며, 연락 및 확인 용이합니다."
